label,text,,,,,,
c,"A friend in Canada sent a hardback version of this book to me in 2001. I started reading it, after about 25 pages, I skipped ahead a few pages, a chapter, a bit here and there then put it down. I thought it was going to move slowly and seemed...a little too heavy post 9/11. In fall of 2003 I was leaving for a long trip through Mexico when I decided to pick up a few books to take with me. I saw the paperback and felt like the book was familiar and bought it and a couple others. I started to read this book while traveling but in the heat and the dust I was too thirsty and hot to read about a character who was thirsy and hot and stuffed it in my backpack and quickly began reading what I brought with me. I finished all of the books I brought and gave them away in exchange for novels and poetry in Spanish. I read those books, translating wiht my dictionary and asking my then partner to read to me what I could translate. We finished those too. I was about to start Don Quixote in Spanish after visiting the Don Quiote iconographic museum in Guanajuato when my partner told me if I started that one he wouldn't help me read it while we were traveling. I put it away and was left with only Yann Martel's Life of Pi. After spending the day and evening out and coming back to our room in the wee hours to make love then relax I couldn't sleep. My partner snored, a singer in the club across from our hotel in the town center was singing loudly through the night, I enjoyed listening to the people outside. I picked up Life of Pi and began. When my partner awoke I didn't want to stop but we had a full itinerary and I would get to read again until we left for the next city. As boarded our bus though, I cracked that book open and read until we arrived in the city. Fey was ill from drinking the water, while he slept I lay on the bed next to him reading outloud. I finished the book over night. I couldn't stop thinking about it. To this day, Fey still swears we saw a Senegal tiger while we were traveling, ""it must have escaped from a zoo, it was there, we fed it. Don't you remember?"" ""Of course, I do, the tiger ate you."" ""What? Oh, shut up. I know we saw it."" He wanted to check the newspapers to find out if a tiger were loose. I can't explain what exactly changed, but after a certain point in the book, the boy, the tiger - I just wanted to know them a little longer.",,,,,,
i,"have been trying to read this, or finish reading. can't seem to finish it.",,,,,,
i,Didn't finish. This is a children's book?! Booooring. Maybe I'll finish it one day.,,,,,,
i,"This book was just too religious for me. I couldn't even finish it, and I almost always finish books.",,,,,,
i,"Could not even finish this book, and I have forced myself to finish sime really terrible ones",,,,,,
i,"Difficult book to finish, but well written. Read the first quarter and will rent the movie to finish it. May get the book on tape as well.",,,,,,
i,i haven't really finish reading this book. But it's quiet nice.. Maybe i should finish reading it first then give a comment. Hehe,,,,,,
i,I was so bored I didn't even finish it. That is a big deal for me to not finish a book.,,,,,,
i,"Didnt finish
",,,,,,
i,Didn't finish.,,,,,,
i,Didn't finish,,,,,,
i,didnt finish it.,,,,,,
i,couldn't finish,,,,,,
i,Ugh.....could not finish.,,,,,,
i,Couldn't finish it.,,,,,,
i,didnt finish - - got bored,,,,,,
i,"couldn't finish it
",,,,,,
i,"boring- didn't finish
",,,,,,
i,Did not finish this.,,,,,,
i,"didnt even finish
",,,,,,
i,"Couldn't even finish :(
",,,,,,
i,"Couldn't finish this
",,,,,,
i,could not finish it,,,,,,
